,sentence,age,gender,language,paths
291,ما ميعاد إقلاع طائرتك ؟,not_defined,not_defined,Arabic,common_voice_ar_20038084.wav
292,عند دخولي إلى الغرفة كان مستغرقاً في قراءة كتاب.,thirties,male,Arabic,common_voice_ar_20401421.wav
293,اتصلت بي فتاة.,not_defined,not_defined,Arabic,common_voice_ar_19623194.wav
294,إعتقلت الشرطة المشتبه به امس.,fifties,male,Arabic,common_voice_ar_20933201.wav
295,لا أحتاج إلى مساعدتك.,twenties,male,Arabic,common_voice_ar_19348894.wav
296,.يهاجر البجع من هنا إلى فلوريدا,not_defined,not_defined,Arabic,common_voice_ar_19330411.wav
297,بإمكانك استخدامها في أي وقت.,twenties,male,Arabic,common_voice_ar_20755023.wav
298,مدرستنا قريبة من المحطة.,not_defined,not_defined,Arabic,common_voice_ar_19533797.wav
299,اِجلس من فضلك.,twenties,male,Arabic,common_voice_ar_19238089.wav
300,بإمكانك أن تعتمد عليها.,not_defined,not_defined,Arabic,common_voice_ar_20896995.wav
301,سأدفع أنا.,not_defined,not_defined,Arabic,common_voice_ar_19204864.wav
302,أنا بخير.,not_defined,not_defined,Arabic,common_voice_ar_19843020.wav
303,هل ذهبت كاثي كذلك ؟,thirties,male,Arabic,common_voice_ar_19680200.wav
304,.ساعدني في الطبخ,not_defined,not_defined,Arabic,common_voice_ar_19205348.wav
305,.أفسد المطر نزهتنا,not_defined,not_defined,Arabic,common_voice_ar_19808479.wav
306,انتبه ، ذاك الرجل معه مسدس.,twenties,male,Arabic,common_voice_ar_19529892.wav
307,من يملك هذا المنزل ؟,twenties,male,Arabic,common_voice_ar_19651917.wav
308,أنت تكره نِك ، أليس ذلك صحيحاً ؟,not_defined,not_defined,Arabic,common_voice_ar_19205878.wav
309,أعمل كل يوم ما عدا يوم الأحد.,not_defined,not_defined,Arabic,common_voice_ar_19222357.wav
310,.ذهب للمتجر في آخر لحظة ، قبل الإغلاق بقليل,twenties,female,Arabic,common_voice_ar_19541056.wav
311,أليست سوداء ؟,not_defined,not_defined,Arabic,common_voice_ar_19843022.wav
312,ما رأيها في ما توصل إليه المؤتمر من نتائج ؟,twenties,male,Arabic,common_voice_ar_20732070.wav
313,كل جهد يستحق المكافأة.,twenties,male,Arabic,common_voice_ar_21204173.wav
314,الإنسان بالتفكير والله بالتدبير,twenties,male,Arabic,common_voice_ar_19963353.wav
315,أهلاً ، هل تعمل هنا ؟,not_defined,not_defined,Arabic,common_voice_ar_19222349.wav
316,لا تقلق!,thirties,male,Arabic,common_voice_ar_19285860.wav
317,أعندك أي شيء تريد قوله بخصوص هذا الموضوع ؟,not_defined,not_defined,Arabic,common_voice_ar_19962449.wav
318,إنه رسّام مشهور.,not_defined,not_defined,Arabic,common_voice_ar_19398412.wav
319,هل ذاك كلب أم قطة ؟,not_defined,not_defined,Arabic,common_voice_ar_19962448.wav
320,هل أستطيع البقاء في منزلك ؟ ليس لي مكان أذهب إليه.,not_defined,not_defined,Arabic,common_voice_ar_20444736.wav
321,الصبر مفتاح الفرج,twenties,male,Arabic,common_voice_ar_19263293.wav
322,يريد أن يلتقي بك.,not_defined,not_defined,Arabic,common_voice_ar_21077933.wav
323,""""""" هل أنت على ما يرام ؟ """" """" أنا بخير! """"""",not_defined,not_defined,Arabic,common_voice_ar_19225124.wav
324,قضينا يوما هادئا في الريف.,teens,female,Arabic,common_voice_ar_19194238.wav
325,شخصٌ يُدعَى هنري قال انه يريد ان يقابلك.,twenties,male,Arabic,common_voice_ar_20354929.wav
326,.جئت هنا بالأمس,twenties,male,Arabic,common_voice_ar_19579949.wav
327,الرياضيات مادة صعبة بالنسبة لي.,not_defined,not_defined,Arabic,common_voice_ar_19216768.wav
328,ما الذي تحدّثت عنه ؟,twenties,male,Arabic,common_voice_ar_19529914.wav
329,.عليك أن تُحكم السيطرة على نفسك,twenties,male,Arabic,common_voice_ar_20354987.wav
330,.هذا قلم,twenties,female,Arabic,common_voice_ar_19235683.wav
331,انتبه! هناك حفرة كبيرة هناك.,twenties,male,Arabic,common_voice_ar_19328645.wav
332,ما قلته ليس له أي معنى.,twenties,male,Arabic,common_voice_ar_19395295.wav
333,.لم يكن ذلك قصدي,twenties,male,Arabic,common_voice_ar_19501893.wav
334,إنها ستتزوج العام المقبل.,thirties,male,Arabic,common_voice_ar_19204114.wav
335,بقيت في المنزل اليلة الفائتة.,twenties,male,Arabic,common_voice_ar_20937876.wav
336,هل يداك نظيفتان ؟,twenties,male,Arabic,common_voice_ar_19164214.wav
337,.سنسافر إلى الخارج هذا الصيف,not_defined,not_defined,Arabic,common_voice_ar_19205292.wav
338,هل لي أن أخرج لمشاهدة فيلم الليلة ؟,twenties,male,Arabic,common_voice_ar_19530092.wav
339,كم عندك من الأصدقاء المُقَرّبين ؟,not_defined,not_defined,Arabic,common_voice_ar_19205068.wav
340,أسرع و ستلحق بالقطار.,not_defined,not_defined,Arabic,common_voice_ar_19719107.wav
341,يتحدث مايك اليابانية جيداً.,not_defined,not_defined,Arabic,common_voice_ar_19204375.wav
342,سأطلق عليه الرصاص.,twenties,male,Arabic,common_voice_ar_21023291.wav
343,ألغيت مباراة كرة القاعدة بسبب المطر.,twenties,female,Arabic,common_voice_ar_19541057.wav
344,الحساب عليّ.,not_defined,not_defined,Arabic,common_voice_ar_19204618.wav
345,من يدري ؟,not_defined,not_defined,Arabic,common_voice_ar_19719148.wav
346,العصافير تطير.,not_defined,not_defined,Arabic,common_voice_ar_19527483.wav
347,وُلد جدي عام عشرين ميلادية.,twenties,female,Arabic,common_voice_ar_19251227.wav
348,بعد كل شيء ، كان مجرد خطأ في الحكم,twenties,female,Arabic,common_voice_ar_21101375.wav
349,شاهدنا مباراة كرة القدم على التلفاز.,twenties,male,Arabic,common_voice_ar_19674083.wav
350,أعطني كسرة خبز من فضلك.,twenties,male,Arabic,common_voice_ar_19209680.wav
351,جئت إلى اليابان العام الماضي.,not_defined,not_defined,Arabic,common_voice_ar_19587992.wav
352,.هيلين في السابعة عشر من عمرها,not_defined,not_defined,Arabic,common_voice_ar_19204642.wav
353,عليك أن تجيب على السؤال.,not_defined,not_defined,Arabic,common_voice_ar_19538954.wav
354,نحن لا نعرف الحقيقة بعد.,not_defined,not_defined,Arabic,common_voice_ar_19743247.wav
355,لنكمل حديثنا.,not_defined,not_defined,Arabic,common_voice_ar_19730010.wav
356,.اطمأن والدا توم عندما سمعا بأنه بخير,thirties,female,Arabic,common_voice_ar_19083268.wav
357,إنه يعمل في المصرف.,not_defined,not_defined,Arabic,common_voice_ar_19382770.wav
358,سُرقت سيارتي ليلة البارحة.,not_defined,not_defined,Arabic,common_voice_ar_19204620.wav
359,.أحياناً يكون الصبر لا يُطاق,not_defined,not_defined,Arabic,common_voice_ar_19867387.wav
360,أين سنأكل ؟,twenties,male,Arabic,common_voice_ar_20038216.wav
361,سيقيمون حفلة غداً.,not_defined,not_defined,Arabic,common_voice_ar_19555602.wav
362,اضرب عصفورين بحجر.,not_defined,not_defined,Arabic,common_voice_ar_19532852.wav
363,مدريد عاصمة أسبانيا.,twenties,male,Arabic,common_voice_ar_19436314.wav
364,لا تتدخل.,not_defined,not_defined,Arabic,common_voice_ar_19665822.wav
365,! لم أقصد شيئاً,not_defined,not_defined,Arabic,common_voice_ar_19370414.wav
366,.اشترت البيض بالدزينة,not_defined,not_defined,Arabic,common_voice_ar_19204376.wav
367,.أشعل الضوء. لا يمكنني أن أرى شيئاً,not_defined,not_defined,Arabic,common_voice_ar_21100437.wav
368,.في حال كون هذا الكلام صحيحًا ، فسنضطر لقبول تلك النتيجة,not_defined,not_defined,Arabic,common_voice_ar_19962450.wav
369,.كان هناك حوالي عشرون شخصاً,not_defined,not_defined,Arabic,common_voice_ar_19205073.wav
370,إنك مخطئ بشأن ذلك.,not_defined,not_defined,Arabic,common_voice_ar_21004375.wav
371,إنها كلمة أود أن أجد لها بديلًا.,twenties,male,Arabic,common_voice_ar_20295876.wav
372,أمس قرأت قصة مثيرة للاهتمام.,not_defined,not_defined,Arabic,common_voice_ar_19785102.wav
373,.أعمل منذ السادسة صباحاً,not_defined,not_defined,Arabic,common_voice_ar_19217298.wav
374,أسمعت الأخبار ؟,not_defined,not_defined,Arabic,common_voice_ar_19206927.wav
375,اهدنا الصراط المستقيم.,not_defined,not_defined,Arabic,common_voice_ar_19488101.wav
376,.هناك مستشفى بالقرب من هنا,thirties,female,Arabic,common_voice_ar_20026853.wav
377,لا يمكنك أن تدمر حياتي.,twenties,male,Arabic,common_voice_ar_21099434.wav
378,لا أستطيع أن أقول العكس.,twenties,male,Arabic,common_voice_ar_20527673.wav
379,.أنا لا أحاول سلب حقوقك,not_defined,not_defined,Arabic,common_voice_ar_19370417.wav
380,مكعب سكر واحد من فضلك.,thirties,female,Arabic,common_voice_ar_19103621.wav
381,ليست اليابان بحجم كندا.,not_defined,not_defined,Arabic,common_voice_ar_19538953.wav
382,.التلوث يضر كوكبنا,twenties,male,Arabic,common_voice_ar_20354976.wav
383,.كنت أمزح فقط,teens,male,Arabic,common_voice_ar_19314631.wav
384,أُدعى جاك.,twenties,male,Arabic,common_voice_ar_19436319.wav
385,سيقام حفل زفافهم غداً.,teens,male,Arabic,common_voice_ar_19854423.wav
386,تبدو مشغولاً.,not_defined,not_defined,Arabic,common_voice_ar_19103715.wav
387,هل ستبقى في المنزل إذا أمطرت غداً ؟,twenties,male,Arabic,common_voice_ar_21020801.wav
388,اترك سيارتي و شأنها.,not_defined,not_defined,Arabic,common_voice_ar_19533798.wav
389,ليس معي العنوان الآن.,not_defined,not_defined,Arabic,common_voice_ar_19204828.wav
390,ماذا بعد ذلك ؟,not_defined,not_defined,Arabic,common_voice_ar_19249847.wav
391,.لا يمكنني احتمال الضجيج أكثر من ذلك,not_defined,not_defined,Arabic,common_voice_ar_19964896.wav
392,هل يمكنك أن تسبح حقاً ؟,not_defined,not_defined,Arabic,common_voice_ar_19587990.wav
393,تبدو شاحب الوجه.,not_defined,not_defined,Arabic,common_voice_ar_19225142.wav
394,هناك شخصٌ ما يريدك على الهاتف.,twenties,male,Arabic,common_voice_ar_19209679.wav
395,الصحة أهم من المال.,not_defined,not_defined,Arabic,common_voice_ar_19808478.wav
396,أخاك أخاك إن من لا أخاً له كساعٍ إلى الهيجا بغير سلاح,twenties,male,Arabic,common_voice_ar_19238882.wav
397,اللغة الإنجليزية ليست سهلة و لكنها مثيرة للإهتمام.,not_defined,not_defined,Arabic,common_voice_ar_19476982.wav
398,ابقَ هادئاً من فضلك.,not_defined,not_defined,Arabic,common_voice_ar_19206883.wav
399,ناولني ذاك الكتاب من فضلك.,not_defined,not_defined,Arabic,common_voice_ar_19968535.wav
400,ظننته صحيحًا.,twenties,male,Arabic,common_voice_ar_20937952.wav
401,أين تعملين ؟,twenties,male,Arabic,common_voice_ar_20527675.wav
402,لم تعد إليّ نقودي.,teens,male,Arabic,common_voice_ar_19854420.wav
403,شكراً لك!,twenties,female,Arabic,common_voice_ar_19228448.wav
404,.كان هناك حوالي عشرين دولاراً,twenties,male,Arabic,common_voice_ar_19348897.wav
405,تعتمد اليابان على نفط البلدان العربية.,twenties,male,Arabic,common_voice_ar_19322537.wav
406,ما طول الجسر ؟,not_defined,not_defined,Arabic,common_voice_ar_19206929.wav
407,إنه يركلني!!,thirties,male,Arabic,common_voice_ar_20565350.wav
408,.تقوم الجريدة بتزويدنا بالأخبار,not_defined,not_defined,Arabic,common_voice_ar_19260123.wav
409,الكل كان سعيداً.,not_defined,not_defined,Arabic,common_voice_ar_19842247.wav
410,.أرهقت نفسي بالمشي لمسافة طويلة,not_defined,not_defined,Arabic,common_voice_ar_19205902.wav
411,شهر في أستراليا سينهي بي,not_defined,not_defined,Arabic,common_voice_ar_19842605.wav
412,لم أكن مشغولاً بالأمس.,not_defined,not_defined,Arabic,common_voice_ar_19647455.wav
413,ضلّت طريقها.,not_defined,not_defined,Arabic,common_voice_ar_19719109.wav
414,.حملت ثلاثة كتب,not_defined,not_defined,Arabic,common_voice_ar_19380210.wav
415,لم أقصد أن أؤذيك.,not_defined,not_defined,Arabic,common_voice_ar_19533051.wav
416,كان ذاك أرنوبًا شريرًا.,thirties,male,Arabic,common_voice_ar_19219153.wav
417,.أصل هذه الكلمة يوناني,not_defined,not_defined,Arabic,common_voice_ar_19204410.wav
418,ما الذي جعلك تغير رأيك ؟,not_defined,not_defined,Arabic,common_voice_ar_19623196.wav
419,كنت خائفاً من أن أضيع في الظلمة.,teens,male,Arabic,common_voice_ar_19436622.wav
420,! لن أُهزم,twenties,female,Arabic,common_voice_ar_19847636.wav
421,رفضت بتي عرض موريل.,not_defined,not_defined,Arabic,common_voice_ar_19103712.wav
422,يعمل أبي في مصنع.,not_defined,not_defined,Arabic,common_voice_ar_19212440.wav
423,بالنّسبة لرامي، لم تكن العربيّة شيئا جديدا فحسب، بل كانت أيضا صعبة للغاية,twenties,male,Arabic,common_voice_ar_19205118.wav
424,يجب علينا إنهاء كل شيء قبل صباح الثلاثاء.,thirties,male,Arabic,common_voice_ar_19749070.wav
425,اجلس معي.,twenties,male,Arabic,common_voice_ar_21020768.wav
426,آخِرُ شخصٍ أخبرتُه فكرتي ظنّنِيْ مجنونًا.,not_defined,not_defined,Arabic,common_voice_ar_20179030.wav
427,.وضع بعض النقود المعدنية في الصندوق,twenties,male,Arabic,common_voice_ar_19674079.wav
428,عليك أن تذهب.,not_defined,not_defined,Arabic,common_voice_ar_19330410.wav
429,وصلت البارحة.,not_defined,not_defined,Arabic,common_voice_ar_19206273.wav
430,الحب بطبيعته أعمى.,twenties,male,Arabic,common_voice_ar_19674081.wav
431,لم ترد أن تتدخل.,not_defined,not_defined,Arabic,common_voice_ar_19231203.wav
432,إنتهت من عملها قبل الساعة الخامسة.,thirties,male,Arabic,common_voice_ar_19749067.wav
433,ستتحسن إذا تناولت هذا الدواء.,fourties,male,Arabic,common_voice_ar_19983491.wav
434,عليك عدم الخوف.,twenties,male,Arabic,common_voice_ar_20374881.wav
435,ماذا تفعل بأوقات فراغك ؟,not_defined,not_defined,Arabic,common_voice_ar_19555603.wav
436,أفضل الجود العطاء قبل الموعد,not_defined,not_defined,Arabic,common_voice_ar_19587993.wav
437,هذه السكين أفادتني كثيرًا.,twenties,male,Arabic,common_voice_ar_20732053.wav
